"REF_DATE","GEO","DGUID","Vehicle type","Origin of manufacture","Sales","Seasonal adjustment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1960-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","40266","","","","0"
"1960-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","50644","","","","0"
"1960-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","57775","","","","0"
"1960-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","58447","","","","0"
"1960-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","58699","","","","0"
"1960-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","39373","","","","0"
"1960-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","35375","","","","0"
"1960-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","31591","","","","0"
"1960-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","39593","","","","0"
"1960-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","42124","","","","0"
"1960-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","37030","","","","0"
"1961-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","32641","","","","0"
"1961-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","36097","","","","0"
"1961-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","45481","","","","0"
"1961-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","51831","","","","0"
"1961-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","58141","","","","0"
"1961-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","52996","","","","0"
"1961-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","45292","","","","0"
"1961-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","36932","","","","0"
"1961-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","28904","","","","0"
"1961-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","37478","","","","0"
"1961-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","49396","","","","0"
"1961-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","36290","","","","0"
"1962-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","42241","","","","0"
"1962-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","38950","","","","0"
"1962-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","57942","","","","0"
"1962-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","62597","","","","0"
"1962-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","74822","","","","0"
"1962-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","60284","","","","0"
"1962-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","45936","","","","0"
"1962-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","35176","","","","0"
"1962-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","23416","","","","0"
"1962-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","48522","","","","0"
"1962-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","49785","","","","0"
"1962-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","45539","","","","0"
"1963-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","43284","","","","0"
"1963-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","45785","","","","0"
"1963-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","55726","","","","0"
"1963-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","74086","","","","0"
"1963-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","74001","","","","0"
"1963-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","68362","","","","0"
"1963-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","49255","","","","0"
"1963-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","35502","","","","0"
"1963-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","32860","","","","0"
"1963-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","58835","","","","0"
"1963-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","63307","","","","0"
"1963-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","53986","","","","0"
"1964-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","53261","","","","0"
"1964-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","54821","","","","0"
"1964-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","70932","","","","0"
"1964-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","79517","","","","0"
"1964-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","82117","","","","0"
"1964-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","74054","","","","0"
"1964-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","59935","","","","0"
"1964-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","43735","","","","0"
"1964-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","45272","","","","0"
"1964-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","61083","","","","0"
"1964-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","54838","","","","0"
"1964-12","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","46314","","","","0"
"1965-01","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","51204","","","","0"
"1965-02","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","54630","","","","0"
"1965-03","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","77232","","","","0"
"1965-04","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","88196","","","","0"
"1965-05","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","89641","","","","0"
"1965-06","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","87057","","","","0"
"1965-07","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","65893","","","","0"
"1965-08","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","57274","","","","0"
"1965-09","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","43448","","","","0"
"1965-10","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","69036","","","","0"
"1965-11","Canada","2016A000011124","Total, new motor vehicles","Total, country of manufacture","Units","Unadjusted","Units","300","units","0","v42169911","1.1.1.1.1","75912","","","","0"
